"Name","State","Notes","User","Tags","Created","Runtime","Sweep","_name_or_path","adafactor","adam_beta1","adam_beta2","adam_epsilon","add_cross_attention","architectures","auto_find_batch_size","bf16","bf16_full_eval","bos_token_id","chunk_size_feed_forward","data_seed","dataloader_drop_last","dataloader_num_workers","dataloader_pin_memory","ddp_backend","ddp_broadcast_buffers","ddp_bucket_cap_mb","ddp_find_unused_parameters","ddp_timeout","debug","deepspeed","disable_tqdm","diversity_penalty","do_eval","do_predict","do_sample","do_train","early_stopping","encoder_no_repeat_ngram_size","eos_token_id","eval_accumulation_steps","eval_batch_size","eval_delay","eval_steps","evaluation_strategy","fp16","fp16_backend","fp16_full_eval","fp16_opt_level","fsdp","fsdp_config","fsdp_min_num_params","fsdp_transformer_layer_cls_to_wrap","full_determinism","gradient_accumulation_steps","gradient_checkpointing","greater_is_better","group_by_length","half_precision_backend","hidden_act","hidden_size","hub_model_id","hub_private_repo","hub_strategy","hub_token","id2label.0","id2label.1","ignore_data_skip","include_inputs_for_metrics","initializer_range","intermediate_size","is_decoder","is_encoder_decoder","jit_mode_eval","label2id.LABEL_0","label2id.LABEL_1","label_names","label_smoothing_factor","learning_rate","length_column_name","length_penalty","load_best_model_at_end","local_rank","log_level","log_level_replica","log_on_each_node","logging_dir","logging_first_step","logging_nan_inf_filter","logging_steps","logging_strategy","lr_scheduler_type","max_grad_norm","max_length","max_position_embeddings","max_steps","metric_for_best_model","min_length","model_type","mp_parameters","no_cuda","no_repeat_ngram_size","num_attention_heads","num_beam_groups","num_beams","num_hidden_layers","num_key_value_heads","num_return_sequences","num_train_epochs","optim","optim_args","output_attentions","output_dir","output_hidden_states","output_scores","overwrite_output_dir","pad_token_id","past_index","per_device_eval_batch_size","per_device_train_batch_size","per_gpu_eval_batch_size","per_gpu_train_batch_size","prediction_loss_only","pretraining_tp","push_to_hub","push_to_hub_model_id","push_to_hub_organization","push_to_hub_token","quantization_config.bnb_4bit_compute_dtype","quantization_config.bnb_4bit_quant_type","quantization_config.bnb_4bit_use_double_quant","quantization_config.llm_int8_enable_fp32_cpu_offload","quantization_config.llm_int8_has_fp16_weight","quantization_config.llm_int8_threshold","quantization_config.load_in_4bit","quantization_config.load_in_8bit","ray_scope","remove_invalid_values","remove_unused_columns","repetition_penalty","report_to","resume_from_checkpoint","return_dict","return_dict_in_generate","rms_norm_eps","run_name","save_on_each_node","save_safetensors","save_steps","save_strategy","save_total_limit","seed","sharded_ddp","skip_memory_metrics","temperature","tf32","tf_legacy_loss","tie_encoder_decoder","tie_word_embeddings","top_k","top_p","torch_compile","torch_compile_backend","torch_compile_mode","torch_dtype","torchdynamo","torchscript","tpu_metrics_debug","tpu_num_cores","train_batch_size","transformers_version","typical_p","use_bfloat16","use_cache","use_ipex","use_legacy_prediction_loop","use_mps_device","vocab_size","warmup_ratio","warmup_steps","weight_decay","xpu_backend","train/epoch","train/global_step","train/learning_rate","train/loss","train/total_flos","train/train_loss","train/train_runtime","train/train_samples_per_second","train/train_steps_per_second"
"purple-lora-v2-200-24","finished","-","keasterly","","2023-08-08T01:45:39.000Z","15092","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-24/runs/Aug08_01-45-37_e3b39e2e61d7","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-24","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-24","false","false","250","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","2500","0","0.4848","388260661182750700","0.6467288077473641","15087.1159","1.326","0.166"
"purple-lora-v2-200-80","finished","-","keasterly","","2023-08-07T20:29:12.000Z","48642","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-80/runs/Aug07_20-29-10_367f3e3e43fd","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-80","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-80","false","false","810","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","8100","5.4869684499314136e-8","0.4959","1245979976803860500","0.6251462333511423","48637.0245","1.332","0.167"
"purple-lora-v2-200-102","finished","-","keasterly","","2023-08-07T19:10:51.000Z","61739","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-102/runs/Aug07_19-10-49_97932b618d4b","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-102","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-102","false","false","1030","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","10300","2.1574973031283714e-8","0.5433","1584627443816202200","0.621869674275801","61734.5744","1.335","0.167"
"purple-lora-v2-200-72","finished","-","keasterly","","2023-08-07T17:52:59.000Z","43483","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-72/runs/Aug07_17-52-56_bb88d822fff7","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-72","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-72","false","false","730","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","7300","0","0.5187","1121290816250142800","0.6252108545866731","43479.0531","1.343","0.168"
"purple-lora-v2-200-30","finished","-","keasterly","","2023-08-07T13:55:50.000Z","18746","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-30/runs/Aug07_13-55-47_97932b618d4b","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-30","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-30","false","false","310","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","3100","0","0.4803","481057989515550700","0.6402844047642523","18743.08","1.323","0.165"
"purple-lora-v2-200-88","finished","-","keasterly","","2023-08-07T11:03:48.000Z","53441","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-88/runs/Aug07_11-03-46_7c6a3d63fd10","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-88","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-88","false","false","890","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","8900","7.490636704119852e-8","0.4497","1366258043723489300","0.6233069565423419","53434.6771","1.332","0.167"
"purple-lora-v2-200-48","finished","-","keasterly","","2023-08-07T09:40:55.000Z","29404","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-48/runs/Aug07_09-40-53_bb88d822fff7","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-48","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-48","false","false","490","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","4900","0","0.5105","759324208038789100","0.6298455835057765","29398.7784","1.333","0.167"
"purple-lora-v2-200-96","finished","-","keasterly","","2023-08-07T09:38:48.000Z","57930","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-96/runs/Aug07_09-38-46_e3b39e2e61d7","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-96","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-96","false","false","970","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","9700","2.290950744558992e-8","0.5053","1490128347413422000","0.6221209405009279","57926.1082","1.34","0.167"
"purple-lora-v2-200-64","finished","-","keasterly","","2023-08-07T09:33:56.000Z","39175","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-64/runs/Aug07_09-33-53_367f3e3e43fd","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-64","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-64","false","false","650","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","6500","0","0.585","1004004260240916400","0.6287165407951062","39170.9012","1.328","0.166"
"purple-lora-v2-200-26","finished","-","keasterly","","2023-08-07T09:22:30.000Z","16323","","openlm-research/open_llama_7b","false","0.9","0.999","1e-8","false","[""LlamaForCausalLM""]","false","false","false","1","0","None","false","0","true","None","None","None","None","1800","[]","None","false","0","false","false","false","false","false","0","2","None","8","0","None","no","true","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","8","false","None","false","auto","silu","4096","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","11008","false","false","false","0","1","None","0","0.0002","length","1","false","0","passive","warning","true","./loras/purple-lora-v2-200-26/runs/Aug07_09-22-28_97932b618d4b","false","true","1","steps","linear","1","20","2048","-1","None","0","llama","","false","0","32","1","1","32","32","1","5","paged_adamw_8bit","None","false","./loras/purple-lora-v2-200-26","false","false","false","0","-1","8","1","None","None","false","1","false","None","None","<PUSH_TO_HUB_TOKEN>","bfloat16","nf4","true","false","false","6","true","false","last","false","true","1","['wandb']","None","true","false","0.000001","./loras/purple-lora-v2-200-26","false","false","270","steps","None","42","[]","true","1","None","false","false","false","50","1","false","None","None","float16","None","false","false","None","1","4.31.0","1","false","false","false","false","false","32000","0.1","0","0","None","5","2700","0","0.5142","418549912820981760","0.6431147748342266","16319.6409","1.324","0.165"
